engine,cycle,setting_1,setting_2,(LPC outlet temperature) (◦R),(HPC outlet temperature) (◦R),(LPT outlet temperature) (◦R),(HPC outlet pressure) (psia),(Physical fan speed) (rpm),(Physical core speed) (rpm),(HPC outlet Static pressure) (psia),(Ratio of fuel flow to Ps30) (pps/psia),(Corrected fan speed) (rpm),(Bypass Ratio) ,(Bleed Enthalpy),(High-pressure turbines Cool air flow),(Low-pressure turbines Cool air flow)
2,241,20.0027,0.7003,607.86,1492.28,1262.41,334.57,2324.2,8751.74,44.86,314.49,2388.31,9.2608,366,24.25,14.5495
2,242,41.9988,0.84,550.29,1360.03,1134.93,138.23,2212.17,8346.96,42.53,130.1,2388.29,9.4046,333,10.62,6.2832
2,243,25.0036,0.6207,537.04,1265.13,1063.11,174.97,1915.71,8033.42,37.0,164.1,2028.58,10.9993,310,14.19,8.5211
2,244,42.0021,0.84,549.68,1361.65,1140.43,138.1,2212.23,8352.86,42.49,130.6,2388.29,9.458,333,10.79,6.2143
2,245,20.0053,0.7,608.26,1492.74,1266.08,334.34,2324.19,8749.24,44.79,314.08,2388.37,9.2747,368,24.42,14.6174
2,246,35.0034,0.8403,556.41,1371.8,1144.54,193.93,2223.3,8375.11,42.37,182.78,2388.49,9.3964,335,14.8,8.9253
2,247,0.0021,0.0002,643.47,1599.34,1423.26,552.51,2388.21,9083.42,48.04,520.16,2388.19,8.5033,397,38.6,23.1899
2,248,24.999,0.62,537.13,1272.03,1054.98,175.31,1915.68,8030.77,37.06,164.2,2028.61,10.9761,307,13.93,8.4979
2,249,10.0,0.251,605.87,1513.62,1319.73,393.87,2319.13,8802.84,46.16,370.54,2388.34,8.7503,369,28.31,17.0604
2,250,42.0049,0.84,550.35,1359.61,1139.88,137.84,2212.27,8351.34,42.48,130.52,2388.36,9.414,332,10.47,6.3522
2,251,35.0054,0.8418,556.48,1369.68,1143.95,194.11,2223.38,8372.14,42.17,182.59,2388.52,9.3671,337,14.69,8.7838
2,252,20.0012,0.7,608.77,1490.45,1270.66,333.45,2324.23,8755.27,44.8,314.19,2388.36,9.3154,366,24.3,14.5652
2,253,25.0045,0.621,537.54,1270.39,1055.82,175.01,1915.61,8029.37,36.98,164.09,2028.62,11.0364,310,14.16,8.6049
2,254,35.0078,0.8413,556.57,1371.21,1141.6,194.02,2223.35,8387.54,42.5,182.38,2388.53,9.4007,335,14.74,8.8177
2,255,25.0072,0.6213,537.4,1264.88,1061.17,174.86,1915.71,8033.9,37.19,164.0,2028.6,11.0064,310,14.16,8.505
2,256,20.0062,0.7005,608.42,1495.86,1269.17,334.0,2324.3,8750.79,45.0,314.05,2388.38,9.2828,367,24.39,14.4966
2,257,10.0077,0.25,605.1,1510.17,1322.97,393.25,2319.12,8805.67,46.0,370.52,2388.4,8.6926,371,28.24,17.0226
2,258,10.0064,0.25,605.78,1515.99,1325.82,393.13,2319.13,8806.83,46.04,370.4,2388.38,8.7267,370,28.12,17.0433
2,259,41.999,0.84,550.04,1365.59,1142.64,138.28,2212.25,8349.79,42.64,130.93,2388.37,9.4038,333,10.54,6.33
2,260,0.0001,0.0008,643.87,1602.29,1427.31,551.84,2388.21,9088.63,47.84,520.64,2388.17,8.5147,396,38.7,23.059
2,261,10.0028,0.25,605.54,1508.8,1332.08,392.92,2319.15,8813.51,45.97,370.74,2388.39,8.7322,373,28.29,16.9218
2,262,0.0017,0.0006,643.81,1599.87,1427.57,551.75,2388.22,9092.23,47.94,520.1,2388.22,8.477,395,38.48,23.1148
2,263,42.0029,0.84,550.57,1359.26,1140.65,137.97,2212.32,8356.22,42.73,130.0,2388.44,9.4189,334,10.43,6.4379
2,264,25.0021,0.62,537.53,1274.74,1061.0,175.12,1915.72,8040.11,37.14,163.96,2028.68,11.0305,311,14.17,8.5272
2,265,10.0055,0.2514,605.84,1513.76,1334.65,392.53,2319.14,8814.26,46.04,370.12,2388.33,8.74,373,28.36,16.9751
2,266,0.0006,0.0,643.56,1598.11,1426.34,551.31,2388.22,9089.93,48.2,519.65,2388.21,8.5163,395,38.53,23.097
2,267,25.0059,0.62,537.55,1275.6,1056.12,174.92,1915.73,8046.69,37.22,164.64,2028.67,11.019,309,14.21,8.5926
2,268,25.0001,0.6201,537.14,1274.02,1069.06,174.96,1915.76,8038.77,37.22,163.33,2028.65,11.04,310,13.99,8.3873
2,269,42.0047,0.8411,550.11,1368.75,1146.65,138.61,2212.32,8358.8,42.64,129.76,2388.42,9.4315,334,10.56,6.2615
3,1,25.0071,0.62,536.12,1259.83,1051.85,175.55,1915.4,8007.99,36.54,164.49,2028.27,10.8783,307,14.16,8.612
3,2,25.0076,0.6203,536.57,1260.76,1043.29,175.49,1915.39,8012.47,36.83,164.91,2028.28,10.8474,306,14.41,8.5777
3,3,20.0039,0.7,607.8,1480.27,1249.02,335.14,2323.93,8726.83,44.39,315.0,2388.05,9.184,365,24.51,14.7182
3,4,9.9996,0.25,604.12,1493.38,1303.19,395.42,2318.92,8782.03,45.23,372.03,2388.11,8.6583,368,28.85,17.2536
3,5,25.0001,0.6205,536.88,1258.02,1047.33,176.31,1915.35,8014.19,36.53,164.94,2028.21,10.864,308,14.4,8.6941
3,6,0.0017,0.0,642.19,1590.39,1397.81,554.54,2388.01,9052.06,47.08,521.89,2388.07,8.3875,392,39.03,23.4735
3,7,20.002,0.7,607.68,1484.61,1241.16,335.41,2323.97,8720.63,44.21,314.8,2388.06,9.1878,363,24.59,14.7208
3,8,25.0075,0.6207,536.59,1257.82,1042.9,175.67,1915.36,8010.14,36.63,164.54,2028.32,10.8327,306,14.36,8.6108
3,9,10.0069,0.25,604.93,1495.57,1300.82,394.69,2318.86,8776.93,45.3,371.96,2388.03,8.6406,368,28.57,17.2594
3,10,42.0046,0.84,549.46,1343.19,1118.3,139.15,2211.92,8328.85,41.95,130.6,2388.04,9.3156,332,10.63,6.4538
3,11,20.0025,0.7,607.28,1480.69,1247.28,334.75,2323.93,8716.98,44.56,315.81,2388.02,9.1733,364,24.62,14.7409
3,12,0.0004,0.0012,642.65,1583.03,1399.95,554.07,2388.05,9058.58,47.25,521.98,2388.03,8.3688,393,38.9,23.345
3,13,20.0063,0.7018,607.48,1479.39,1246.75,334.92,2323.94,8727.47,44.15,315.45,2388.01,9.1754,364,24.55,14.7695
3,14,42.0006,0.8411,549.54,1349.4,1117.04,138.65,2211.93,8322.1,41.96,130.6,2388.02,9.3553,332,10.69,6.3581
3,15,42.0056,0.84,549.46,1347.43,1122.36,139.37,2211.92,8321.3,41.93,130.45,2388.01,9.3423,330,10.56,6.2373
3,16,42.0059,0.8404,549.21,1342.98,1118.77,139.02,2211.97,8319.3,41.93,130.4,2388.08,9.3303,329,10.64,6.4624
3,17,20.0031,0.7007,607.17,1479.88,1246.8,335.61,2323.93,8726.47,44.13,315.31,2388.03,9.2039,363,24.48,14.7821
3,18,25.0077,0.6208,536.94,1264.82,1037.09,175.61,1915.37,8013.55,36.78,165.37,2028.27,10.8567,306,14.33,8.5902
3,19,35.0006,0.8408,555.29,1361.06,1121.49,194.86,2222.98,8353.44,41.74,183.35,2388.04,9.2972,333,14.99,8.8164
3,20,20.0013,0.7,607.23,1482.39,1245.37,335.11,2323.91,8726.85,44.24,315.38,2388.07,9.1851,364,24.51,14.8698
3,21,25.0061,0.6209,536.55,1261.03,1040.72,175.13,1915.33,8011.96,36.53,165.14,2028.27,10.8499,306,14.43,8.5646
3,22,42.0071,0.84,549.74,1353.68,1124.6,139.36,2211.96,8324.4,42.09,130.99,2388.08,9.3024,331,10.6,6.323
3,23,42.0062,0.8412,549.18,1351.14,1124.6,138.4
